,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Colas_NGT_case  163,-0.7490198,-0.47330082500000004,0.07535556500000001,0.31245742,-0.157027879,-0.58112255,-0.045382275,-0.332876695,1.4506016000000002,-0.27958798500000004,-0.17619521,-0.570775135,0.138513465,0.218670095,0.86623437,-0.42218725,-0.4907323,0.018919180000000008,0.495838075,-0.0400400385,0.026015399999999994,-0.276626975,-0.6002335999999999,0.39084294,-0.34969323500000005,-0.16717045,-0.35695497,0.17728053000000002,-0.17952545,-0.172394095,-0.41333365,-0.6625146500000001,0.311585283,-0.406422865,-0.4631384,-0.058961876,-0.284211575,-0.14793214,0.36625679,0.28201782,0.06400601,-0.003086136999999999,0.099710045,0.54206818,-0.41911905000000005,-0.65224636,-0.25629178,-0.149904823,-0.061652625,-0.24446037,-0.18433945399999999,-0.64497502,0.34267333,0.17833370199999998,-0.12471835999999999,0.48519972,-0.62732318,-0.51810084,-0.308722775,-0.22775745,-0.309756005,0.47917463000000005,-0.0555452365,-0.80438241,0.6153186,0.373819865,0.57583403,-0.28074527,0.536055285,0.08592990950000001,0.310354755,0.269618745,0.621295415,0.6976965749999999,0.92536178,0.45965141,0.62524677,0.69371904,-0.18682876999999998,0.6816600700000001,-0.411429985,-0.030108794999999994,-0.058083814,0.7826656000000001,-0.7004657700000001,0.54243757,-0.216423665,0.55709852,-0.93517263,0.02983799354,-0.06819036149999999,0.194095972,-0.453747275,-0.6946369,0.07964302,0.38913146,0.63875192,0.228977595,-0.56722896,0.8751449499999999,-1.21450895,0.1276466115,-0.803848,-0.08696465750000001,-0.65899873,0.735846585,0.022493783000000003,0.419263455,0.170164395,0.5405536,-1.073787525,0.7552748650000001,0.3773479085,0.63193565,-0.754220985,0.681706515,0.13448210249999998,0.10436996600000001,0.09008709100000001,0.6168343000000001,-0.977065215,1.00555095,-0.087619745,0.36721817,-0.60371905,-0.26126203000000003,0.122357885,0.48746485
Colas_NGT_case  39,-1.0437335,-0.460393975,0.274441945,0.63290351,-0.27662667,0.007710305000000001,0.09239039385,-0.14465403500000001,1.29318805,0.2136600485,0.014745719999999997,-0.8178497149999999,-0.32814464,0.1796545105,0.73830308,-0.338848585,-0.46017149,0.0950360735,0.35887431999999997,-0.44589453999999995,0.15160903,-0.40712497999999997,-0.8972129200000001,0.18791249999999998,0.19632669,0.18164091,-0.10726833999999999,-0.3081099935,-0.202984375,-0.089131075,-0.5028916,-0.753047915,0.55044945,-0.56994601,-0.132315682,0.2805703475,-0.75279257,-0.5143502,0.48167855,0.33094276,-0.03962205499999999,0.22096882,-0.0707447375,0.3935686345,-0.479036715,-0.749404875,-0.63156765,-0.34616758999999997,-0.20806661999999998,0.0149151535,-0.10868604899999999,-0.8811301,0.342689795,0.060101459999999995,-0.49728741,0.32974768,-0.42687311,-0.28739933,-0.32753234,-0.046628769,-0.624075115,0.255664035,-0.009567895,-0.376362767,0.34979229500000003,0.51601405,0.7788878699999999,-0.32058202,0.710005825,-0.1345864685,0.19862976999999998,0.9421184,0.40936172000000004,0.425910165,0.47848223,1.0194371,0.39660069,0.6232220500000001,-0.260811802,0.258031744,-0.22795977,0.11138864200000001,-0.18315088499999999,1.2059069999999998,-0.182400905,0.87575755,-0.010248980000000005,-0.03429407999999999,-0.9362235699999999,-0.031179764999999998,0.279709725,-0.043628916999999996,-0.56811007,0.011117205000000005,0.45126643,0.6826692,0.444807485,0.4277367775,-0.5446518650000001,0.42832067500000004,-1.16112475,0.45549169,-0.8468472250000001,0.2325017455,-0.473390595,0.365657765,0.07220531499999999,0.5565798200000001,0.47474279999999996,0.150806861,-1.0395003,0.704789605,0.271739145,0.38963918000000003,-0.8049730500000001,0.6204035,-0.19356270750000001,0.224702851,0.141747297,0.3089738325,-0.41762131,0.840980985,-0.06732889,0.37250139,-0.34103948500000003,-0.70116027,-0.239912665,0.43821484
Colas_NGT_case  27,-0.15784078499999998,-0.63289565,-0.19599652150000002,-0.3217746,0.010693459999999988,-0.66864225,0.1298081225,-0.472162685,1.2105983999999999,-0.259115262,-0.239139263,-0.3925403,-0.115310155,0.26415254,0.275037835,-0.326561555,-0.41927959,0.19340927,0.372537265,-0.35202844,0.04462714235,-0.06210922,-0.47904892,0.23112045,-0.538345275,-0.373080945,-0.165257625,0.09767862999999999,-0.08096026499999999,-0.09287838999999999,-0.5808423149999999,-0.28688252000000003,-0.40903466,-0.012826490000000001,-0.547126225,-0.118098362,0.07073821,0.04085695,-0.09126701499999999,-0.035849573999999995,0.5690971300000001,-0.25057375,-0.29621304,0.56842516,-0.560139025,-0.06785221699999999,-0.17557626999999998,-0.463251635,0.060584363999999995,-0.10041935199999999,-0.74429775,0.1788525,-0.07691820999999999,0.056856982,-0.431400075,0.04358263500000001,-0.2104428505,-0.4786513,-0.0499836485,0.0676537685,-0.0482679635,0.069550545,0.02086485465,-0.94929902,0.7844798500000001,0.176361315,0.31738346500000003,0.06415941000000001,0.13918598799999998,-0.053322365,0.4838553,0.07300619,-0.04045021,0.6091185,0.6423934499999999,0.518056885,0.7050758850000001,0.397960175,0.62159365,1.157608,-0.326818045,0.23555693,-0.36853187,0.50174818,0.14398873,0.1017387785,-0.033283957499999996,0.5977234,-0.82763465,0.36904823499999995,-0.71852496,0.50804475,-0.56950123,-0.6534998000000001,-0.4233882,0.46551418,0.7684884949999999,0.41257183999999997,-0.393025775,1.0573443,-1.08956495,0.68219954,-0.5535262750000001,-0.062421023,-0.715909915,0.54845436,-0.086380405,0.274578882,0.294421755,1.0038657249999998,-0.8170539750000001,0.5834665800000001,-0.10860035979999999,1.0721956499999998,-0.39301999,0.2962371,-0.27093121,-0.149165082,-0.731677415,0.6389087,-1.34861385,1.34457395,-0.0473529,0.8043756,-0.448917285,0.417722595,-0.058316469999999995,1.1747003999999999
Colas_NGT_case  12,-0.64381535,-0.13815521,-0.060495599,0.70129025,-0.240890885,-0.8665582000000001,0.38235938999999997,-0.27718729,0.87168505,-0.29217715499999997,0.21456317,-0.4860065,-0.0015080400000000022,0.364900595,0.931203815,-0.361724065,-0.5453064750000001,0.13948684,0.47643305,-0.008567144999999998,-0.173370043,-0.29565521,-1.14485925,-0.616927615,0.100842005,0.148024118,-0.21125376499999998,-0.051653740000000004,-0.16163955000000002,0.27060665,-0.46424018,-0.50196627,0.344026805,-0.632196185,-0.03335553499999999,0.2738546575,-0.9102159999999999,-0.66749977,0.21849357000000003,0.215822705,-0.12741713000000002,-0.092729803,-0.0352110175,0.08685988,-0.045926074000000004,-0.653076765,-0.43861652,-0.41825363000000004,-0.2364442,0.137855728,-0.652004255,-0.8619987499999999,0.42394344500000003,0.1169812385,-0.47244384,0.7178733850000001,-0.273241255,-0.303855865,-0.217586835,0.167658238,-0.41631479000000005,0.6117127499999999,0.217618765,-0.032198445,0.18349838000000002,0.17551824,0.87035167,-0.21299440400000003,0.61378615,-0.5081627,0.064822575,0.795069185,0.9258386,0.57265168,0.8516377749999999,0.65766185,0.169340525,0.44790155,-0.21715488,0.31541887500000004,-0.183778445,0.1352367535,-0.10010642,1.01667065,-0.98236565,0.63208005,-0.329711447,0.043295335000000004,-0.8091185000000001,-0.1685752302,0.537905525,-0.040228092,-0.19817707,0.03191713,0.55716235,0.51736483,0.20592714,0.020429685000000003,-0.43918812999999995,0.301676885,-0.7930562,0.785449425,-0.674016595,0.567948,-0.405373675,0.31352137,-0.5528113450000001,0.272869365,0.734201915,0.034547137500000005,-0.8401866,0.7213014,0.0657537585,0.4645570565,-0.60188712,0.7777289000000001,-0.17944473,0.48340190000000005,0.31421279,0.312101595,0.06348177,0.58633755,0.020327819999999996,0.21889205,-0.39240213,-0.7557553,-0.244767327,0.30700992
Colas_NGT_case  105,-0.92660895,-0.3180645,0.08870975,0.3444418,0.0839096185,-0.34176806000000004,0.41240381,-0.346726745,1.5971517,-0.46148173000000003,-0.20159696500000002,-0.85887212,-0.018466612500000004,0.64546448,1.0151207,-0.0756849785,-0.9148619499999999,0.0976587135,0.314801605,-0.29134991499999996,0.39170225000000003,-0.43101986999999997,-0.16871200150000001,0.39514822,0.22746145,-0.14147864,-0.111009805,0.43944369,-0.263095015,0.0002464092,-0.5662717349999999,-0.31848643,0.28494074999999996,-0.8730253,-0.152415105,0.564752275,-0.9462671,-0.020442653499999998,0.461923555,0.328982115,-0.258910925,0.0871460975,0.128126975,0.33494563,-0.35663281,-0.982672,-0.594400765,-0.26941088999999996,-0.5960684700000001,-0.35087356000000003,-0.446880115,-0.38064579499999995,0.23999031399999998,0.29887220000000003,-0.36004026499999997,0.62594587,-0.416752015,0.022146224500000002,-0.5245631,0.323352358,-0.5480403300000001,0.5563304099999999,-0.1374822,-0.474743205,0.9999526999999999,0.6319439849999999,0.156805641,-0.74459615,0.24655208,0.26312167399999997,0.48277142,0.47558767999999996,0.300427395,0.44128083500000004,0.7580908550000001,0.7521327449999999,0.184740763,0.26469616,-0.69228918,0.279808685,-0.20080615000000002,-0.021388599999999994,0.18979045585,0.754507,-0.45260867,0.37736371,-0.297784918,0.025939604,-0.7456600499999999,-0.25101139,0.516301875,0.0895378075,-0.1620961195,-0.23660056,-0.04100609499999999,0.243273035,0.186989235,-0.01085169425,-0.20329291,0.366427065,-1.0082279,0.279747485,-0.5010154099999999,-0.024098459999999995,-0.454411525,0.54503497,-0.227111595,0.42159003500000003,0.0280243435,0.006112334000000004,-0.828478775,0.7197131299999999,0.352254945,0.24766565000000001,-0.649164435,0.47041252,0.169900495,0.33310528500000003,0.273963525,0.28020085,-0.446424545,0.61248355,0.188017405,0.8666618500000001,-0.316671995,-0.808275675,0.0343429219,0.37169237
Colas_NGT_case  145,-0.8001273,-0.495535285,0.077132745,0.504642225,-0.1501335225,-0.47278448500000003,0.08038826999999998,-0.2621972,1.31900825,-0.49807183,-0.057109645,-0.46432331000000004,0.15160310500000002,0.5552454250000001,0.7637277499999999,-0.0951251845,-0.6019483800000001,-0.0030354979999999993,0.3059309925,-0.216197215,-0.0038509595000000008,-0.29056519000000003,-0.550890565,0.23417535500000003,-0.43854959000000004,-0.089524336,-0.191177995,0.283684697,-0.444462185,0.113108392,-0.42981124,-0.31088379,0.1635616,-0.40507326,-0.343708138,0.260147735,-0.53060058,-0.323597225,0.34056176,0.0173550455,-0.059815745000000003,-0.08236826950000001,-0.18119948,0.5090419399999999,-0.3992829,-0.5800426599999999,-0.407778755,-0.331576675,-0.368092615,-0.14770731,-0.50467373,-0.36085480999999997,0.48432282,0.432164285,-0.328562745,0.06646168499999999,-0.53240745,-0.42067442,-0.51491016,0.23228925,-0.24669699,0.46704175,0.274873705,-0.5800782,0.48761787500000003,0.0774100295,0.457886605,-0.063232975,0.584625245,-0.0226123435,0.2524073845,0.084033508,0.53358765,0.6614077,0.72801965,0.5321107,0.59018102,0.5662823699999999,-0.06565376,0.5357679,-0.1253363889,0.288097895,-0.11514432,0.8032301,-0.694030535,0.6257325499999999,-0.3283536135,0.068284545,-0.76593516,0.0005175099999999988,0.1251286255,0.314896385,-0.3265687,-0.2170119765,-0.056583470999999996,0.46921561,0.607634535,0.252146695,-0.392311525,0.5822888150000001,-0.9302089,0.4531815,-0.76935605,0.162918683,-0.176467865,0.542058025,-0.44829107,0.51979687,0.243504,0.19562422,-0.97886295,0.783083,0.208303765,0.571626875,-0.42919103999999997,0.659195475,-0.239608795,0.06017491,-0.1273134018,0.368102825,-0.680030975,0.75636142,0.0351413095,0.29166957,-0.50900425,-0.29983484,-0.19233513149999998,0.60197882
Colas_NGT_case  149,-0.82544228,-0.014361925499999997,0.24510362,0.332403155,-0.32186203999999996,-0.60208374,0.378692255,0.178922715,1.4828855,0.367374565,-0.065706815,-0.89367055,-0.007100589,0.543142275,1.28436135,-0.34204289,-0.62517472,0.24354588,0.501660335,-0.0396524375,0.154649185,-0.46924732,-0.866345465,0.507481755,0.47587671,0.040690069999999995,0.007466525599999999,0.032952615,-0.016915284999999995,0.11512149,-0.63251276,-0.95152437,0.48621441,-0.50958198,-0.36791601,0.21527578749999998,-0.61943209,-0.6178427799999999,0.19062246500000002,0.27775291999999996,-0.005800545000000004,-0.12406655050000001,0.14711512200000001,0.5319572,-0.28850198,-1.21640355,-0.779369185,-0.005321659999999992,-0.0273415787,-0.126233185,-0.365781,-0.69408035,0.206896815,0.40917759,-0.188678285,0.6915990249999999,-0.6008520500000001,-0.301574175,-0.43048273000000004,-0.11739271999999999,-0.528521725,0.40339212,0.0070562205,-0.49930375,0.7579762999999999,0.7815476,0.595518275,-0.37620071,0.70379075,0.10127280500000001,0.32898563000000003,0.82522522,0.20169397,0.41230807999999997,0.91958004,0.81721332,0.486458115,0.85372655,-0.296990368,0.12230996499999999,-0.564175315,-0.27500106,-0.21185825,0.37024668,-0.46707347,0.77534725,-0.159850322,-0.191496329,-1.2704738,-0.178406815,0.25962412,-0.0007038050000000018,-0.402858895,-0.40820205,0.43175169,0.53988908,0.4538189,0.333631565,-0.47615624999999995,0.48328231499999996,-1.3427978999999999,-0.016911327,-0.64409032,0.34238956,-0.9944919699999999,0.45759106000000005,0.160566315,0.43134611,0.62192805,0.276580222,-1.13608635,0.97486885,0.575735725,0.319393355,-0.9435629649999999,0.47769409500000004,-0.13458667000000002,-0.50851331,0.16329021,0.513552655,-0.598418702,0.9459967,0.11207487499999999,0.444492145,-0.473547335,-0.91472022,-0.41537333,0.4742417
Colas_NGT_case  158,-0.774069605,-0.0627326285,0.360760405,0.52041883,0.00763077,-0.560228215,0.38084187999999997,-0.303941445,1.19816025,-0.41115111,0.130887674,-0.735399245,-0.0934556365,0.1014642925,1.2872823,-0.307750485,-0.543351935,0.40136025,0.30678249999999996,-0.5005112650000001,0.35104039,-0.1556414035,-0.98835445,-0.318427145,0.20349421,0.083434095,0.14857242250000002,0.26846534499999997,-0.381259705,-0.15985677915000002,-0.676919435,-0.47427389000000003,0.326284305,-1.00160475,0.2349056,0.5043418749999999,-1.3364143,-0.601372515,0.542957515,0.24746769,-0.1624969375,0.45192258,-0.03110064,0.117161655,-0.012754598000000006,-0.783498435,-0.43640065,-0.29844841,-0.10926365,0.031263860000000004,-0.329642098,-0.91360463,0.285174655,-0.1012310695,-0.470124645,0.270106558,-0.280534555,0.31693707000000004,-0.45878169999999996,0.12048500000000001,-0.77356115,0.8624101799999999,0.241457515,-0.2378439825,0.10111752,0.48282942,0.323963215,-0.9134263499999999,0.5589188300000001,0.269478055,0.27260386,0.699460175,0.324366655,0.85687403,0.59569165,1.06944905,-0.1674609,0.49829505,-0.54808477,-0.11277326400000001,0.0546799575,-0.004502099999999995,0.0441393335,1.1051178,-0.48802823,0.58792831,-0.0035000722499999998,-0.085593572,-0.7058722,-0.78017505,0.8283172999999999,-0.029103005,0.322565235,-0.05259835999999998,0.1048092665,0.50689447,0.200930595,0.207430275,-0.1789750645,0.164434397,-0.87216833,0.67061685,-0.6304794300000001,0.132516795,-0.418231115,0.43486934,-0.12616869,-0.0313793225,0.512957705,-0.13286536999999998,-0.6669153,0.82119258,0.50916629,0.09176047000000001,-0.91061372,0.5808266,-0.36774555,0.6198165099999999,0.180273452,-0.005529985499999999,0.0710791325,0.436818775,0.289709255,0.664818745,-0.37420885000000004,-1.0650351,-0.051016513500000006,0.2214788
Colas_NGT_case  50,-0.89571515,-0.250887405,-0.060045376,0.38576156,-0.356538105,-0.52200393,-0.0904544,-0.32998199,0.9767783000000001,-0.41964479,-0.19971577000000001,-0.38268881499999996,-0.26671499,0.39658695,0.52789637,-0.26689102,-0.360006905,0.12374156135,0.47591421,-0.38390303000000003,0.081599095,-0.162431445,-0.400196075,-0.05144498,-0.5510127300000001,0.255455892,-0.0762420715,0.23917292,-0.456422675,0.031320139999999996,-0.61258495,-0.34674835000000004,-0.113026225,-0.343060515,-0.19077974749999999,0.27169137,-0.35534845000000004,-0.09710153,0.34509829000000003,0.054776935,0.109454725,-0.0093618111,-0.16575747000000002,0.199725675,-0.40697375,-0.5423342449999999,-0.273291485,-0.36384588500000004,-0.498219235,0.023558504,-0.49928878,-0.6005738350000001,0.308605585,0.040714178,-0.463727105,0.040208453,-0.30200697249999997,-0.226333015,-0.55383894,0.21070382,-0.20994761,0.24129978000000002,0.14331334499999998,-0.6772780199999999,0.293575425,0.040811864999999996,0.44433388,-0.49625049499999996,0.51309878,0.06691172,0.50075623,0.354002165,0.59316295,0.81141272,0.6626387499999999,0.5669101,0.443494775,0.5833642,0.09222860999999999,0.72673326,-0.1337867485,0.36262181000000004,-0.192974227,0.98107515,-0.325940785,0.6031538999999999,-0.29498053999999996,0.2532895,-0.721805075,0.22991557499999998,-0.018888067499999994,0.24038762000000002,-0.4963138,-0.11731404000000001,0.029057605,0.71954505,0.48702397000000003,0.44465419500000003,-0.5604257,0.5158684849999999,-0.83837582,0.48494084000000004,-0.69799875,0.20597443999999998,-0.190729425,0.54282115,0.05288304499999999,0.383355455,0.295998035,0.462220715,-1.0361120000000001,0.40565886,0.29052807599999997,0.7480747999999999,-0.40164023,0.434380365,-0.137536765,0.414600235,-0.42551817000000003,0.62763627,-0.87659247,0.94614095,-0.07394995,0.36473057,-0.42006789,-0.1549065725,-0.39916447,0.6883147199999999
Colas_NGT_case  98,-0.41344306,-0.35582247,-0.27021725,0.17358743999999998,-0.14766344950000002,-0.643289275,0.035852655,-0.190389525,0.8638284700000001,-0.184152698,0.17383704500000002,0.014467140000000003,-0.12250247225000001,0.500004335,0.35253091680000004,-0.14138638,-0.50071075,0.245923935,0.20191612,-0.33203208,0.0938630815,0.094204448,-0.80432289,-0.50047345,-0.1265427,-0.124268356,-0.11522876,0.40067304000000004,-0.143161905,0.223599075,-0.5781487,-0.29287021,0.04382261500000001,-0.355004185,-0.074828055,0.29280213,-0.63535119,-0.278473805,0.7883562,0.2548128375,-0.1570642065,-0.07883757649999999,-0.172659855,-0.07101371,-0.06086654999999999,-0.3338686,-0.418812705,-0.533322115,-0.250447638,0.38145578,-0.8729948000000001,-0.9137813349999999,0.142115645,0.25887874499999997,-0.66035038,0.36806346375000004,-0.47644569000000003,-0.2344678228,-0.035988170000000014,0.13875317,-0.138786728,0.1366691171,-0.0987059,-0.530957295,0.257798845,0.2448486075,0.272730585,-0.45589731,0.11370688000000001,-0.031528849,0.07850874999999999,0.25070988,0.31298593,0.56747484,0.5334726,0.6903260200000001,0.290684235,-0.071252282,0.007526909999999998,0.292737465,-0.303816865,0.48326003000000006,-0.244586875,1.42929855,-0.7682237000000001,0.338283455,-0.2407770007,0.193326625,-0.49713306999999995,-0.33593472199999996,0.5110975,0.028547644999999996,-0.239625455,-0.036257028,0.457797795,0.37754582000000003,0.32248218500000003,0.346791821,-0.447590205,0.25666685499999997,-0.0899435035,0.357325785,-0.134476025,0.43744795000000003,-0.085376635,0.225302417,-0.49663630000000003,-0.070724165,0.549478225,0.18770166000000002,-0.471370525,0.7860634,-0.146052565,0.5925479,-0.09538213000000001,0.1643550005,-0.2818248537,0.738722975,0.0018916000000000072,0.1683838985,-0.35325995,0.40763733,0.204619065,0.61365832,-0.35872943,-0.21580933,-0.102418196,0.725182435
